code,long,lat,flood_depth,log_medinc,small_size,large_size,low_status_customers,high_status_customers,owntype_sole_proprietor,owntype_national_chain,y1,y2,y3,street
3050,-90.044995,29.967725,1,9.83985528729127,1,0,1,0,1,0,1,1,1,3
3067,-90.0446,29.96761,1,9.83985528729127,1,0,1,0,1,0,0,1,1,3
3100,-90.0441,29.9675,1,9.83985528729127,1,0,1,0,1,0,0,1,1,3
3103,-90.0436,29.96739,1,9.83985528729127,1,0,1,0,1,0,0,0,1,3
3104,-90.043205,29.967305,1,9.83985528729127,1,0,1,0,1,0,0,0,0,3
3154,-90.0432,29.96731,1,9.83985528729127,1,0,1,0,1,0,0,0,1,3
3157,-90.0427,29.96718,1,9.83985528729127,0,0,0,0,0,1,0,0,0,3
3160,-90.043195,29.967315,1,9.83985528729127,0,0,0,0,1,0,0,1,1,3
3200,-90.042305,29.967105,1,9.83985528729127,0,0,0,0,1,0,0,0,0,3
3201,-90.042295,29.967115,1,9.83985528729127,1,0,1,0,1,0,1,1,1,3
3309,-90.0414,29.9669,1.5,9.87312112425245,0,0,1,0,1,0,0,0,0,3
3316,-90.0406,29.96672,1.5,9.86490783390196,1,0,1,0,1,0,0,0,0,3
3325,-90.0412,29.96686,1.5,9.8566265263828,1,0,1,0,1,0,0,0,1,3
3330,-90.040895,29.966805,1.5,9.84827606573257,1,0,0,0,1,0,0,0,0,3
3334,-90.0409,29.9668,1.5,9.83985528729127,1,0,1,0,1,0,0,0,0,3
3340,-90.040905,29.966795,1.5,9.83985528729127,1,0,1,0,1,0,0,1,1,3
3419,-90.0402,29.96663,1.5,9.88126750563428,0,1,0,0,1,0,0,0,0,3
3525,-90.0393,29.96643,1.5,9.92103273175188,1,0,1,0,1,0,0,0,0,3
3529,-90.039,29.96638,1.5,9.91320518304935,1,0,1,0,1,0,0,0,0,3
3600,-90.038705,29.966285,1.5,9.8973638408281,1,0,1,0,1,0,0,0,0,3
3601,-90.038695,29.966295,1.5,9.90531588012616,1,0,1,0,1,0,0,0,0,3
3621,-90.0385,29.96626,1.5,9.92103273175188,0,0,1,0,1,0,0,0,0,3
3625,-90.0383,29.96621,1.5,9.92103273175188,0,0,1,0,1,0,0,0,0,3
3700,-90.038,29.96617,0.5,9.88934805938241,1,0,1,0,1,0,0,0,0,3
3708,-90.0375,29.96604,0.5,9.92103273175188,1,0,1,0,1,0,0,0,0,3
3711,-90.0378,29.9661,0.5,9.92103273175188,1,0,1,0,1,0,0,0,0,3
3900,-90.036205,29.965725,2,9.92103273175188,1,0,1,0,1,0,0,0,0,3
3901,-90.036195,29.965735,2,9.92103273175188,0,0,0,0,1,0,0,1,1,3
3933,-90.0359,29.96567,2,9.92103273175188,1,0,1,0,1,0,0,0,0,3
4017,-90.0351,29.96548,1.5,9.92103273175188,1,0,1,0,1,0,0,0,0,3
4037,-90.0349,29.96545,1.5,9.92103273175188,1,0,1,0,1,0,0,1,1,3
4101,-90.0343,29.96532,1,9.92103273175188,1,0,1,0,1,0,0,1,1,3
4131,-90.034,29.96526,1,9.91475879278245,1,0,1,0,1,0,0,0,1,3
4209,-90.0333,29.9651,1,9.90844524285536,1,0,0,0,1,0,0,1,1,3
4210,-90.032905,29.965005,1,9.90209157861778,1,0,1,0,1,0,0,0,0,3
4232,-90.032895,29.965015,1,9.89569728706106,0,0,0,0,1,0,0,0,0,3
4233,-90.0331,29.96505,1,9.892842090135,1,0,1,0,1,0,0,1,1,3
4301,-90.0324,29.96489,0.5,9.88926184527215,0,0,0,0,0,0,0,1,1,3
4317,-90.0323,29.96486,0.5,9.88463953945078,1,0,1,0,1,0,0,0,0,3
4321,-90.0321,29.96483,0.5,9.87844304053642,0,0,1,0,0,0,0,0,0,3
4400,-90.0315,29.96442,1,9.86970323536752,1,0,1,0,1,0,0,0,0,3
